city_code;da_name;da_population;da_surface_ha;dvf_nbtrans_residential;dvf_pxm2_median_residential;dvf_surface_median_residential;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain
01339;Saint-Bernard;1590;320.82;34;3678;104;33;3724;6;2212;106;82;6;273;538
01342;Sainte-Croix;544;1067.9;12;2901;114;11;2873;2;3478;115;69;2;730;404
01343;Saint-Cyr-sur-Menthon;1890;1704.05;36;2386;92;34;2386;3;4912;95;55;6;758;289
01344;Saint-Denis-lès-Bourg;6160;1263.39;152;2335;97;117;2388;35;2151;100;66;12;196;288
01345;Saint-Denis-en-Bugey;2246;261.36;62;2196;89;49;2510;13;1829;91;58;6;349;390
01346;Saint-Didier-d'Aussiat;843;1514.26;23;2092;98;23;2092;6;1282;98;71;11;80;934
01347;Saint-Didier-de-Formans;2203;660.18;41;3913;109;39;3889;2;10809;110;52;11;400;388
01348;Saint-Didier-sur-Chalaronne;2934;2515.15;73;2367;94;59;2421;14;1492;100;68;14;196;531
01349;Saint-Éloi;525;1411.89;13;2939;101;13;2939;0;;101;;5;221;520
01350;Saint-Étienne-du-Bois;2584;2864.53;52;2175;96;45;2237;12;1640;101;70;8;168;921
01351;Saint-Étienne-sur-Chalaronne;1637;2110.06;37;2600;103;34;2608;5;1660;109;77;5;218;285
01352;Saint-Étienne-sur-Reyssouze;572;1400.17;13;1407;120;13;1407;2;2671;120;67;8;44;1206
01353;Sainte-Euphémie;1757;464.01;37;3288;110;35;3288;5;2954;111;66;9;400;447
01354;Saint-Genis-Pouilly;14432;980.82;423;4725;79;104;5286;319;4563;117;70;9;612;694
01355;Saint-Genis-sur-Menthon;490;1168.45;15;2373;110;15;2373;0;;110;;5;81;589
01356;Saint-Georges-sur-Renon;228;564.72;5;2616;117;5;2616;0;;117;;3;131;613
01357;Saint-Germain-de-Joux;507;1147.81;12;2096;93;13;1217;5;2167;95;115;0;;
01358;Saint-Germain-les-Paroisses;422;1637.52;24;1784;79;23;1769;1;6040;80;50;0;;
01359;Saint-Germain-sur-Renon;264;1644.77;6;2595;111;6;2595;0;;111;;0;;
01360;Saint-Jean-de-Gonville;2096;1223.75;60;4582;105;37;4622;23;4437;119;60;16;1055;249
01361;Saint-Jean-de-Niost;1866;1406.33;56;3331;99;47;3329;9;3333;103;64;10;205;425
01362;Saint-Jean-de-Thurigneux;863;1620.66;20;3395;102;17;3824;5;3103;102;68;28;397;490
01363;Saint-Jean-le-Vieux;1839;1531.12;37;2018;111;35;2018;8;1882;113;76;10;120;540
01364;Saint-Jean-sur-Reyssouze;762;2751.17;20;1788;104;20;1788;1;4250;104;40;9;36;803
01365;Saint-Jean-sur-Veyle;1143;1130.19;22;2351;106;21;2289;1;4182;116;55;7;79;882
01366;Sainte-Julie;1094;1144.59;19;2859;100;15;2867;6;2487;102;70;1;100;900
01367;Saint-Julien-sur-Reyssouze;679;750.35;31;1614;88;31;1614;1;4500;88;32;3;37;1192
01368;Saint-Julien-sur-Veyle;859;987.79;22;2510;109;22;2510;0;;109;;6;306;605
01369;Saint-Just;952;343.08;25;2356;104;21;2500;7;1800;114;87;9;125;635
01370;Saint-Laurent-sur-Saône;1810;51.58;90;2038;65;11;2000;81;2077;84;65;3;235;1231
01371;Saint-Marcel;1340;1167.47;21;3186;102;19;3261;9;3170;105;52;8;194;163
01372;Saint-Martin-de-Bavel;428;858.82;11;2185;95;11;2185;1;2744;95;82;2;84;823
01373;Saint-Martin-du-Frêne;1023;1950.42;13;2003;93;9;2003;6;2194;119;67;6;302;254
01374;Saint-Martin-du-Mont;2023;2813.14;56;2175;94;54;2175;5;2075;94;68;18;108;594
01375;Saint-Martin-le-Châtel;796;1266.5;21;2168;122;21;2168;0;;122;;3;172;546
01376;Saint-Maurice-de-Beynost;4332;695.53;113;2797;75;42;3491;71;2543;100;69;7;516;455
01378;Saint-Maurice-de-Gourdans;2903;2555;44;3197;95;38;3248;6;2672;97;79;12;388;329
01379;Saint-Maurice-de-Rémens;756;1034.05;25;2019;100;17;2019;8;2046;92;108;9;182;500
01380;Saint-Nizier-le-Bouchoux;580;2818.03;17;1667;108;17;1667;0;;108;;9;33;855
01381;Saint-Nizier-le-Désert;921;2500.11;21;2864;100;21;2864;2;2786;100;67;6;140;590
01382;Sainte-Olive;357;742.78;9;2939;112;9;2939;0;;112;;5;0;1418
01383;Saint-Paul-de-Varax;1634;2590.36;33;2500;96;30;2503;5;2152;96;66;13;235;400
01384;Saint-Rambert-en-Bugey;2190;2878.55;63;1708;75;41;1708;22;1522;80;60;4;176;986
01385;Saint-Rémy;915;738.84;20;2335;108;16;2372;5;2103;109;80;12;149;751
01386;Saint-Sorlin-en-Bugey;1152;917.06;28;2544;90;24;2613;9;1555;93;66;9;140;651
01387;Saint-Sulpice;260;517.24;10;2096;112;10;2096;0;;112;;2;26;1497
01388;Saint-Trivier-de-Courtes;1125;1650.32;44;1809;92;36;1755;8;2124;102;44;1;22;1103
01389;Saint-Trivier-sur-Moignans;1963;4232.41;38;2766;89;29;2727;12;2807;97;57;21;250;400
01390;Saint-Vulbas;1247;2157.17;27;2857;90;25;2857;4;5060;92;64;9;627;252
01391;Salavre;306;778.69;10;1533;94;10;1533;0;;94;;5;29;1074
01392;Samognat;630;1425.2;14;1861;101;14;1861;0;;101;;0;;
01393;Sandrans;582;2934.85;18;2810;117;18;2810;2;3374;117;100;6;470;321
01396;Sault-Brénaz;1021;567.79;21;1878;71;15;1878;9;1923;78;60;8;121;676
01397;Sauverny;1022;188.36;33;5244;119;26;5592;7;4558;143;79;1;3548;190
01398;Savigneux;1469;1488.18;36;2886;109;29;3109;10;1618;115;78;6;467;261
01399;Ségny;2941;326.28;83;4822;90;43;5033;40;4365;131;64;9;1564;436
01400;Seillonnaz;134;969.03;3;742;120;3;742;0;;120;;0;;
01401;Sergy;2288;979.76;65;5132;106;39;5426;26;4668;134;71;19;588;425
01402;Sermoyer;670;1694.02;17;1872;93;17;1872;1;4975;93;40;3;49;1227
01403;Serrières-de-Briord;1317;852.38;41;2223;92;36;2248;7;1573;97;69;5;227;272
01404;Serrières-sur-Ain;135;835.75;5;2378;64;5;2378;0;;64;;6;88;499
01405;Servas;1286;1303.35;24;2052;92;18;2215;10;1458;99;72;21;139;357
01406;Servignat;186;794.58;9;2165;100;8;1888;1;2621;99;103;4;32;875
01407;Seyssel;1008;239.12;53;2644;69;25;2945;28;2638;78;67;6;99;813
01408;Simandre-sur-Suran;673;1635.48;21;1416;86;21;1416;0;;86;;18;83;646
01410;Sonthonnax-la-Montagne;293;1425.76;9;1969;108;8;1892;3;1172;111;82;1;50;1147
01411;Souclin;262;1330.72;9;1940;87;9;1940;0;;87;;2;651;435
01412;Sulignat;602;1076.9;17;2560;95;16;2558;2;4205;100;80;7;74;716
01415;Talissieu;508;493.93;18;2126;93;15;2134;4;1215;96;77;0;;
01416;Tenay;1030;1319.99;36;1288;73;24;1357;12;991;79;67;6;178;463
01418;Thil;1261;516.09;22;3924;93;22;3924;6;2759;93;92;6;380;401
01419;Thoiry;6569;2876.53;174;4810;100;93;4867;81;4791;125;70;12;815;796
01420;Thoissey;1626;133.25;55;1812;70;12;1983;43;1738;103;61;1;141;283
01421;Torcieu;739;1095.67;20;1827;100;20;1827;2;3647;100;46;1;15;687
01422;Tossiat;1425;1018.88;30;2352;97;24;2433;8;2300;101;77;8;180;670
01423;Toussieux;1257;478.92;16;3762;107;15;3799;2;5296;109;69;9;357;345
01424;Tramoyes;1852;1313.2;40;4097;115;37;4185;6;3735;117;75;10;525;415
01425;La Tranclière;290;1477.66;5;2500;125;5;2500;0;;125;;1;21;901
01426;Val-Revermont;2488;4578.9;82;2057;98;74;2099;9;1333;99;90;8;126;620
01427;Trévoux;7013;563.37;194;3052;80;86;3356;108;2781;99;62;9;466;400
01428;Valeins;128;435.79;4;2630;156;4;2630;0;;156;;0;;
01429;Vandeins;732;933.81;14;2374;103;11;2404;3;1358;103;82;7;108;537
01430;Varambon;675;800.26;11;1874;103;15;1652;5;3194;107;49;2;68;564
01431;Vaux-en-Bugey;1201;829.94;44;2475;86;42;2389;6;2433;86;71;7;184;504
01432;Verjon;346;510.5;6;1778;112;6;1778;0;;112;;0;;
01433;Vernoux;290;1025;8;1601;95;8;1601;0;;95;;2;462;359
01434;Versailleux;497;1935.62;10;2942;103;9;2940;1;3958;101;144;5;529;234
01435;Versonnex;2182;584.43;45;4658;110;34;4757;11;4543;118;70;14;629;522
01436;Vesancy;520;1073.39;15;4274;104;8;5054;7;4045;124;70;1;1341;320
01437;Vescours;221;1254.06;9;1895;111;9;1895;0;;111;;2;133;1004
01439;Vésines;96;384.28;4;1297;135;4;1297;0;;135;;0;;
01441;Vieu-d'Izenave;719;2009.94;5;1760;92;5;1760;0;;92;;4;67;859
01443;Villars-les-Dombes;5163;2472.61;130;2841;88;84;2912;46;2663;97;63;10;266;539
01444;Villebois;1206;1410.65;37;1961;90;35;1825;7;1850;92;60;6;571;317
01445;Villemotier;612;1386.31;20;1810;92;16;1838;10;1598;94;44;7;99;505
01446;Villeneuve;1638;2696.11;21;2634;110;21;2634;13;1769;110;65;13;319;353
01447;Villereversure;1420;1751.57;34;1718;100;30;1718;5;1932;100;89;5;173;600
01448;Villes;381;901.08;17;2397;91;12;2939;8;2381;100;73;0;;
01449;Villette-sur-Ain;780;1976.63;17;2990;105;17;2990;1;2941;105;85;22;159;513
01450;Villieu-Loyes-Mollon;3849;1585.74;107;2873;100;92;2879;15;2814;102;69;32;467;126
01451;Viriat;7102;4534.2;125;2382;99;103;2381;22;2479;104;63;15;230;400
01452;Virieu-le-Grand;1111;1265.38;47;1684;86;30;1827;17;1528;90;72;9;260;614
01453;Arvière-en-Valromey;717;4129.88;17;1994;82;16;2003;3;1039;82;77;4;30;1329
01454;Virignin;1144;786.98;28;2381;93;22;2379;7;2363;95;68;10;100;738
01456;Vongnes;75;210.19;2;2856;88;2;2856;0;;88;;1;298;6
01457;Vonnas;3255;1817.21;112;2348;98;77;2444;35;2000;104;57;9;77;891
02001;Abbécourt;518;598.24;11;1083;103;11;1083;0;;103;;0;;
02002;Achery;584;694.83;23;1115;111;23;1115;0;;111;;2;126;814
02003;Acy;1004;1154.77;28;1578;92;28;1578;0;;92;;1;45;863
02004;Agnicourt-et-Séchelles;189;1071.98;7;999;80;7;999;0;;80;;0;;
02005;Aguilcourt;417;1061.11;8;2011;110;8;2011;0;;110;;3;108;601
02006;Aisonville-et-Bernoville;259;871.04;5;930;108;5;930;0;;108;;0;;
02007;Aizelles;118;488.01;4;1138;73;4;1138;0;;73;;0;;
02008;Aizy-Jouy;306;1471.9;6;1388;100;6;1388;0;;100;;0;;
02009;Alaincourt;517;598.67;14;1177;92;14;1177;0;;92;;2;265;338
02010;Allemant;163;515.99;5;1112;116;5;1112;0;;116;;1;61;774
02011;Ambleny;1205;1723.77;36;1907;96;36;1907;0;;96;;6;44;783
02012;Ambrief;79;448.42;6;1606;76;6;1606;0;;76;;0;;
02013;Amifontaine;391;2803.55;8;1515;95;8;1515;0;;95;;0;;
02014;Amigny-Rouy;707;1312.2;15;1467;92;15;1467;0;;92;;0;;
02015;Ancienville;78;386.39;5;1467;80;5;1467;0;;80;;0;;
02016;Andelain;212;286.43;6;1528;101;6;1528;0;;101;;0;;
02017;Anguilcourt-le-Sart;274;917.7;7;833;81;7;833;0;;81;;1;2;1296
02018;Anizy-le-Grand;2472;2090.45;63;1383;85;59;1382;5;1579;86;64;4;77;1119
02019;Annois;349;595.68;7;1429;80;7;1429;0;;80;;0;;
02020;Any-Martin-Rieux;456;1777.93;12;1041;119;12;1041;0;;119;;1;14;1571
02021;Archon;76;640.93;6;771;80;6;771;0;;80;;0;;
02022;Arcy-Sainte-Restitue;396;2636.93;13;1463;94;13;1463;0;;94;;2;351;248
02023;Armentières-sur-Ourcq;96;682.81;5;900;91;5;900;0;;91;;0;;
02024;Arrancy;45;558.18;2;2719;77;2;2719;0;;77;;0;;
02025;Artemps;361;632.3;6;1511;98;6;1511;0;;98;;2;3346;289
02027;Assis-sur-Serre;209;804.9;11;1121;113;11;1121;0;;113;;0;;
02028;Athies-sous-Laon;2578;1547.83;63;1518;86;63;1518;2;4117;86;75;6;43;719
02029;Attilly;337;1182.94;8;1671;106;8;1671;0;;106;;2;58;773
02030;Aubencheul-aux-Bois;238;210.62;10;1037;121;10;1037;0;;121;;2;165;361
02031;Aubenton;658;2369.72;12;879;87;12;879;0;;87;;1;8;948
02032;Aubigny-aux-Kaisnes;231;374.33;9;1173;132;9;1173;0;;132;;0;;
02033;Aubigny-en-Laonnois;102;443.86;2;1327;123;2;1327;0;;123;;0;;
02034;Audignicourt;104;570.79;5;1397;65;5;1397;0;;65;;0;;
02035;Audigny;273;1073.31;8;1194;107;8;1194;0;;107;;0;;
02036;Augy;72;263.82;5;539;78;5;539;0;;78;;0;;
02037;Aulnois-sous-Laon;1348;973.32;30;1319;90;30;1319;0;;90;;0;;
02038;Les Autels;62;604.03;4;1304;112;4;1304;0;;112;;0;;
02039;Autremencourt;176;927.3;4;1075;111;4;1075;0;;111;;0;;
02040;Autreppes;175;684.61;7;1059;86;7;1059;0;;86;;0;;
02041;Autreville;777;363.02;19;1536;86;19;1536;0;;86;;3;865;619
02042;Azy-sur-Marne;369;276.99;13;2125;84;13;2125;0;;84;;0;;
02043;Bagneux;62;217.06;3;1333;80;3;1333;0;;80;;0;;
02044;Bancigny;26;333.32;5;625;100;5;625;0;;100;;0;;
02046;Barenton-Bugny;555;1148.72;10;1335;117;10;1335;0;;117;;1;24;8529
02047;Barenton-Cel;108;670.07;3;1196;114;3;1196;0;;114;;0;;
02048;Barenton-sur-Serre;130;798.96;5;1293;114;5;1293;0;;114;;0;;
02049;Barisis-aux-Bois;752;1491.02;15;1268;82;15;1268;0;;82;;2;10;1523
02050;Barzy-en-Thiérache;316;769.18;11;1221;88;11;1221;0;;88;;0;;
02051;Barzy-sur-Marne;380;759.75;10;1333;79;10;1333;0;;79;;0;;
02052;Bassoles-Aulers;131;708.32;6;1064;89;6;1064;0;;89;;0;;
02053;Vallées en Champagne;599;4157.34;14;1336;102;14;1336;1;714;102;42;0;;
02054;Bazoches-et-Saint-Thibaut;516;1364.64;8;1724;84;8;1724;0;;84;;4;27;1038
02055;Beaumé;82;920.2;4;1061;93;4;1061;0;;93;;0;;
02056;Beaumont-en-Beine;168;543.59;8;1126;99;8;1126;0;;99;;0;;
02057;Beaurevoir;1281;2175.17;26;797;79;25;805;1;597;80;67;4;18;1617
02058;Beaurieux;794;968.29;17;1529;103;16;1537;2;4695;104;61;4;50;625
02059;Beautor;2579;753.05;59;978;75;54;965;6;1131;75;42;8;19;2944
02060;Beauvois-en-Vermandois;263;750.24;6;992;123;6;992;0;;123;;0;;
02061;Becquigny;268;471.91;9;981;95;9;981;0;;95;;0;;
02062;Belleau;131;675.11;5;1438;63;5;1438;0;;63;;0;;
02063;Bellenglise;378;644.1;12;1176;102;12;1176;0;;102;;1;334;628
02064;Belleu;3659;449.46;71;1773;80;66;1771;5;2289;84;43;7;500;153
02065;Bellicourt;560;977.63;14;1085;121;14;1085;0;;121;;0;;
02066;Benay;191;679.59;7;1299;88;7;1299;0;;88;;0;;
02067;Bergues-sur-Sambre;205;446.57;10;922;100;10;922;0;;100;;0;;
02068;Berlancourt;85;522.17;7;1476;101;7;1476;0;;101;;0;;
02069;Berlise;104;667.65;6;930;86;6;930;0;;86;;0;;
02070;Bernot;431;1673.66;11;874;88;11;874;0;;88;;0;;
02071;Berny-Rivière;631;794.5;14;1310;105;14;1310;1;3175;105;40;1;40;1186
02072;Berrieux;178;498.01;6;891;138;6;891;0;;138;;2;81;430
02073;Berry-au-Bac;722;814.78;8;1969;88;8;1969;0;;88;;3;101;643
02074;Bertaucourt-Epourdon;601;755.85;14;1505;88;14;1505;0;;88;;0;;
02075;Berthenicourt;203;312.97;7;1733;87;7;1733;0;;87;;0;;
02076;Bertricourt;159;451.84;5;2083;78;5;2083;0;;78;;0;;
02078;Besmé;166;270.12;5;1458;98;5;1458;0;;98;;0;;
02079;Besmont;132;1583.8;7;933;110;7;933;0;;110;;0;;
02080;Besny-et-Loizy;309;964.13;9;1557;99;9;1557;0;;99;;1;51;157
02081;Béthancourt-en-Vaux;421;430.27;7;1154;88;7;1154;0;;88;;1;65;772
02082;Beugneux;120;767.75;5;1375;60;5;1375;0;;60;;0;;
02083;Beuvardes;736;1562.93;18;1452;104;18;1452;0;;104;;3;37;407
02084;Bézu-le-Guéry;248;1119.84;6;1381;113;6;1381;1;15917;113;12;3;161;74
02085;Bézu-Saint-Germain;991;1104.48;13;1854;100;13;1854;0;;100;;6;104;1748
02086;Bichancourt;979;778.07;27;1196;109;27;1196;0;;109;;3;77;415
02087;Bieuxy;31;452.38;2;1039;118;2;1039;0;;118;;0;;
02088;Bièvres;80;268.24;6;1509;84;6;1509;0;;84;;3;200;990
02089;Billy-sur-Aisne;1130;753.65;29;1600;86;29;1600;0;;86;;5;127;894
02090;Billy-sur-Ourcq;194;1017.58;6;1175;99;6;1175;0;;99;;0;;
02091;Blanzy-lès-Fismes;98;527.16;8;1211;87;8;1211;0;;87;;0;;
02093;Blérancourt;1162;1080.78;40;1367;91;39;1359;5;2291;92;49;1;33;608
02094;Blesmes;474;983.13;10;1737;93;9;1699;2;4777;93;41;1;83;484
02095;Bohain-en-Vermandois;5605;3178.48;129;834;81;119;821;12;2221;84;50;10;34;535
02096;Bois-lès-Pargny;187;1044.58;5;876;140;5;876;0;;140;;0;;
02097;Boncourt;272;1341.75;8;1043;112;8;1043;0;;112;;0;;
02098;Bonneil;375;214.51;10;1429;105;10;1429;1;1070;105;114;0;;
02099;Bonnesvalyn;212;633.78;7;1603;99;7;1603;0;;99;;2;180;663
02100;Bony;137;801.16;7;985;88;7;985;0;;88;;0;;
02101;Bosmont-sur-Serre;170;974.78;7;935;120;7;935;1;833;120;72;0;;
02102;Bouconville-Vauclair;181;1308.2;10;1263;105;10;1263;0;;105;;0;;
02103;Boué;1315;1069.39;32;1069;82;31;1063;1;2564;82;39;1;71;707
02104;Bouffignereux;96;439.16;7;1906;93;7;1906;0;;93;;0;;
02105;Bouresches;183;761.41;12;944;118;12;944;0;;118;;0;;
02106;Bourg-et-Comin;809;512.68;15;1398;90;15;1398;1;6591;90;44;2;64;1402
02107;Bourguignon-sous-Coucy;104;280.94;3;917;141;3;917;0;;141;;0;;
02108;Bourguignon-sous-Montbavin;140;194.48;10;1548;101;10;1548;0;;101;;0;;
02109;La Bouteille;464;1936.72;9;1034;100;9;1034;0;;100;;3;8;1600
02110;Braine;2248;1158.85;53;1486;82;50;1489;7;1917;82;68;17;68;651
02111;Brancourt-en-Laonnois;702;670.52;18;1219;91;16;1219;2;3260;97;59;3;23;1213
02112;Brancourt-le-Grand;554;1335.02;11;1003;108;11;1003;0;;108;;1;1198;106
02114;Brasles;1788;733.79;32;1908;83;30;1908;5;1905;87;76;4;8444;20
02115;Braye-en-Laonnois;195;819.6;11;1448;100;11;1448;0;;100;;2;9;1991
02116;Braye-en-Thiérache;131;925.39;5;1020;98;5;1020;0;;98;;0;;
02117;Bray-Saint-Christophe;64;291.87;2;1644;108;2;1644;0;;108;;0;;
02118;Braye;129;135.33;5;1429;84;5;1429;0;;84;;0;;
02119;Brécy;317;1044.76;16;967;115;16;967;0;;115;;0;;
02120;Brenelle;193;438.04;6;1246;82;6;1246;0;;82;;0;;
02121;Breny;210;454.36;5;831;120;5;831;3;1481;120;54;0;;
02122;Brie;55;286.01;2;888;101;2;888;0;;101;;0;;
02123;Brissay-Choigny;296;879.21;5;1483;100;5;1483;0;;100;;0;;
02124;Brissy-Hamégicourt;653;1224.25;22;1192;67;22;1192;0;;67;;1;28;1622
02125;Brumetz;175;723.61;7;2102;107;7;2102;0;;107;;0;;
02126;Brunehamel;463;887.71;8;682;101;8;682;0;;101;;0;;
02127;Bruyères-sur-Fère;199;901.49;9;1143;82;9;1143;0;;82;;0;;
02128;Bruyères-et-Montbérault;1411;1157.6;70;1421;98;69;1422;1;1111;98;45;3;245;163
02129;Bruys;20;559.52;1;1111;72;1;1111;0;;72;;0;;
02130;Bucilly;204;1290.26;8;1036;129;8;1036;0;;129;;0;;
02131;Bucy-le-Long;1947;1289.11;38;1813;85;37;1792;1;2012;85;164;6;93;437
02132;Bucy-lès-Cerny;188;873.9;4;1216;94;4;1216;0;;94;;0;;
02133;Bucy-lès-Pierrepont;410;1457.22;19;891;81;19;891;0;;81;;2;99;899
02134;Buire;795;414.48;21;1258;95;21;1258;0;;95;;4;28;907
02135;Buironfosse;1122;1765.01;18;837;97;17;863;2;579;103;63;1;12;1250
02136;Burelles;123;1395.72;5;800;59;5;800;0;;59;;0;;
02137;Bussiares;126;767.63;5;1295;95;5;1295;0;;95;;0;;
02138;Buzancy;175;484.92;5;1748;103;5;1748;0;;103;;0;;
02139;Caillouël-Crépigny;459;671.82;12;1290;109;12;1290;0;;109;;2;14;2954
02140;Camelin;426;918.43;21;1490;82;21;1490;0;;82;;1;15;1766
02141;La Capelle;1745;1227.12;35;1011;79;31;971;6;1692;80;59;2;67;504
02142;Castres;246;577.11;5;1952;101;5;1952;0;;101;;2;3475;470
02143;Le Catelet;186;40.83;5;655;109;5;655;0;;109;;0;;
02144;Caulaincourt;143;597.72;6;1482;130;6;1482;0;;130;;0;;
02145;Caumont;547;576.08;15;1402;118;14;1354;1;5676;122;17;1;205;999
02146;Celles-lès-Condé;88;390.85;4;1371;129;4;1371;0;;129;;0;;
02148;Celles-sur-Aisne;248;606.99;9;1617;90;9;1617;0;;90;;1;40;742
02149;Cerizy;58;402.2;1;1420;50;1;1420;0;;50;;0;;
02150;Cerny-en-Laonnois;63;729.8;5;1262;82;5;1262;0;;82;;0;;
02151;Cerny-lès-Bucy;111;316.29;8;1753;93;8;1753;0;;93;;0;;
02152;Cerseuil;87;459.66;3;1394;120;3;1394;0;;120;;0;;
02153;Cessières-Suzy;801;1985.67;18;1543;97;18;1543;0;;97;;0;;
02154;Chacrise;375;1274.54;12;1470;110;12;1470;0;;110;;4;440;301
02155;Chaillevois;201;221.78;8;1442;91;8;1442;0;;91;;2;454;76
02156;Chalandry;234;774.33;9;1194;99;9;1194;0;;99;;0;;
02157;Chambry;827;892.51;9;1541;89;9;1541;0;;89;;4;194;1289
02158;Chamouille;272;330.62;8;1589;88;8;1589;0;;88;;0;;
02159;Champs;313;922.56;8;881;84;8;881;0;;84;;0;;
02160;Chaourse;495;1858.26;16;742;86;16;742;0;;86;;0;;
02162;La Chapelle-sur-Chézy;301;809.35;9;1479;91;9;1479;0;;91;;0;;
02163;Charly-sur-Marne;2594;2063.73;40;1738;88;33;1759;7;1577;93;52;5;171;360
02164;Le Charmel;323;976.74;6;1356;72;6;1356;0;;72;;0;;
02165;Charmes;1568;366.52;41;1074;86;39;1025;5;5316;86;42;1;0;25
02166;Chartèves;361;887.05;19;2132;68;19;2132;0;;68;;0;;
02167;Chassemy;895;1096.03;17;1497;83;17;1497;2;1375;83;100;3;141;461
02168;Château-Thierry;15097;1697.77;343;1833;74;171;1964;172;1684;94;55;24;406;310
02169;Châtillon-lès-Sons;83;1063.54;2;954;110;2;954;0;;110;;0;;
02170;Châtillon-sur-Oise;125;263.13;6;1378;107;6;1378;0;;107;;0;;
02171;Chaudardes;91;468.21;6;1625;102;6;1625;0;;102;;0;;
02172;Chaudun;238;854.79;12;1519;94;11;1532;1;1505;88;100;0;;
02173;Chauny;11596;1330.98;356;1205;76;292;1155;64;1923;78;66;10;84;761
02174;Chavignon;859;1159.73;18;1240;99;18;1240;0;;99;;2;29;1282
02175;Chavigny;153;523.55;6;1377;86;6;1377;0;;86;;0;;
02176;Chavonne;214;364.97;9;1374;100;9;1374;0;;100;;2;103;608
02177;Chérêt;147;368.73;9;1480;100;9;1480;0;;100;;0;;
02178;Chermizy-Ailles;127;1090.62;3;953;86;3;953;0;;86;;0;;
02179;Chéry-Chartreuve;378;1380.95;10;1231;90;10;1231;0;;90;;3;30;1071
02180;Chéry-lès-Pouilly;742;1742.88;15;1410;87;15;1410;0;;87;;0;;
02181;Chéry-lès-Rozoy;98;501.72;5;1045;92;5;1045;0;;92;;0;;
02182;Chevennes;136;595.46;5;676;100;5;676;0;;100;;0;;
02183;Chevregny;197;876.36;4;836;121;4;836;0;;121;;0;;
02184;Chevresis-Monceau;329;1714.11;10;1092;93;10;1092;0;;93;;0;;
02185;Chézy-en-Orxois;389;1649.16;10;1307;102;10;1307;0;;102;;0;;
02186;Chézy-sur-Marne;1296;2258.72;44;1870;70;37;1888;11;2575;73;50;2;186;369
02187;Chierry;1195;284.87;36;2175;85;32;2211;6;1904;87;70;2;831;391
02188;Chigny;140;1059.18;8;1096;85;8;1096;0;;85;;0;;
02189;Chivres-en-Laonnois;359;1372.74;8;1248;95;8;1248;0;;95;;0;;
02190;Chivres-Val;526;557.63;12;2081;68;10;1874;2;5643;68;85;4;45;448
02191;Chivy-lès-Étouvelles;484;352.61;9;1185;66;9;1185;0;;66;;4;24;379
02192;Chouy;364;2040.57;13;1564;100;13;1564;0;;100;;2;26;1592
02193;Cierges;62;816.9;5;806;120;5;806;0;;120;;0;;
02194;Cilly;173;932.84;5;795;88;5;795;0;;88;;0;;
02195;Ciry-Salsogne;882;895.91;13;1559;100;13;1559;1;2778;100;36;2;46;1121
02196;Clacy-et-Thierret;289;422.88;5;1757;70;5;1757;0;;70;;1;63;394
02197;Clairfontaine;509;1438.51;13;1143;95;13;1143;0;;95;;2;2;1047
02198;Clamecy;243;345.06;9;1830;89;9;1830;0;;89;;1;531;358
02199;Clastres;589;829.56;17;1356;90;17;1356;0;;90;;1;719;135
02200;Clermont-les-Fermes;97;929.52;7;1265;93;7;1265;0;;93;;0;;
02201;Cœuvres-et-Valsery;467;1234.49;10;1951;100;10;1951;0;;100;;4;43;854
02203;Coincy;1308;1724.27;33;1530;86;33;1530;1;4151;86;53;3;938;162
02204;Coingt;61;739.06;5;724;93;5;724;0;;93;;0;;
02205;Colligis-Crandelain;207;675.23;6;1302;106;6;1302;0;;106;;0;;
02206;Colonfay;71;338.47;2;2147;93;2;2147;0;;93;;0;;
02207;Commenchon;224;335.63;7;1371;123;7;1371;0;;123;;0;;
02208;Concevreux;256;1322.77;10;1671;76;10;1671;0;;76;;0;;
02209;Condé-en-Brie;654;444.8;23;1235;69;20;1469;5;889;73;49;1;61;393
02210;Condé-sur-Aisne;352;374.99;13;1698;80;13;1698;0;;80;;0;;
02211;Condé-sur-Suippe;357;590.16;7;1739;89;7;1739;0;;89;;0;;
02212;Condren;674;561.4;13;1432;73;12;1340;1;11310;77;42;1;57;522
02213;Connigis;306;549.66;10;1542;84;10;1542;0;;84;;5;49;674
02214;Contescourt;61;345.94;4;1150;147;4;1150;0;;147;;0;;
02215;Corbeny;851;1527.08;23;1643;90;23;1643;0;;90;;1;29;936
02216;Corcy;332;732.2;8;1640;94;8;1640;0;;94;;3;154;842
02217;Coucy-le-Château-Auffrique;990;1138.41;25;1321;102;25;1321;2;1462;102;52;5;255;141
02218;Coucy-lès-Eppes;649;608.3;14;1248;84;14;1248;0;;84;;0;;
02219;Coucy-la-Ville;194;612.35;6;1609;69;7;1551;1;625;73;64;0;;
02220;Coulonges-Cohan;443;2872.1;13;1314;93;12;1267;1;2043;93;93;2;116;1317
02221;Coupru;161;781.98;8;2172;97;8;2172;0;;97;;0;;
02222;Courbes;39;317.44;2;847;114;2;847;0;;114;;0;;
02223;Courboin;304;1404.83;11;1333;91;11;1333;0;;91;;1;62;613
